text,reaction
"শ্যাম রাখিনা, কূল রাখি, বলতো সখি।আবোল তাবোল বলতে বলতে একদিন কোন কূলেই ঠাই হবে না আপনার।মিঃ এম এইচ সরকার।",angry
ভাই। এখানে কেউ কাউকে গ্রিন সিগন্যাল দেয় না । ম্যাজস্ট্রেটদের কাজই এইটা । গ্রিন সিগন্যাল দিলে সবাইকে দিবে । একজনকে খাগড়াছড়ি পাঠাবে কেন ?,disgust
অসাধারণ এই বন্ধুত্ব এর তুলনা হয় না ।,happy
এই পাখি টা সব ভালবাসা কে হার মানাল বিশ্ব রেকট করল,happy
খুশি হলাম,happy
আপনার কাছে প্রশ্ন রহিল সংখ্যালঘুরা কি মানুষ?,fear
"শালা আকাডা,,, তোর সোনা কিন্তু কাইট্টা দিমু",angry
এ টা হচছে আওয়ামী চুরের ডিজিটাল বাংলাদেশ,angry
আমি এই মানুষ টার বিষয় এ যতই পড়ছি ততই তার প্রতি আমার শ্রদ্ধা বাড়ছে। ততই তাকে দেখতে ইচ্ছা করছে যে এমন মানুষ এখন ও আছে। আপনাকে হাজার সালাম জানাই ভাই। আপনি বেচে থাকবেন হাজার ও মানুষ এর অন্তর এ। আপনার জন্নে হাজার ও মানুষ দোআ করবে.......may ALLAH with you vai jaan,happy
ঠিক হইছে।,happy
"আনেক ভাল লাগলো আমাদের দেশের এসব ইতিবাচক দিক দেখে, আপনাদের জন্য রইলো শুভ কামনা,এভাবে একদিন বদলে যাবে বাংলাদেশ।",happy
টুনটুনি পাখির মন্তব্য গুলোতে কিছু ঘাপলা আছে। ইচ্ছাক্রিত ঘাপলা মার্জনীয় নয়।,sad
ম্যাজিস্ট্রেট স্যার ধন্যবাদ। কিনতু ভয় হয় আপনি ওখানে ঠিকতে পারবেন কিনা।,happy
তোরা কি একবা‌রো জ্ব‌লে উঠ‌তে পা‌রিস না। কেমন জা‌নি ম‌নে হয় তোরা ভয় পা‌চ্ছিস খেলায় হাড় জিত থাক‌বে ত‌বে হাড়‌লেও বিড়া‌লের মত হা‌ড়িস না বা‌ঘের মত হা‌ড়িস।,fear
